Group	test	back	RELAX_pval	RELAX_kval	aBSREL_pval	BUSTED_pval
Primates	Microcebus_murinus	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.3958	0.70	NA	0.3372
Primates	Nomascus_leucogenys	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.0317	50.00	NA	0.5000
Primates	Nycticebus_coucang	`Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.0260	3.52	NA	0.5000
Primates	Otolemur_garnettii	`Nycticebus_coucang,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.6675	0.83	NA	0.5000
Primates	Pan_paniscus	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.4843	1.64	NA	0.5000
Primates	Pan_troglodytes	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	1.0000	1.39	NA	0.5000
Primates	Papio_anubis	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	1.0000	1.47	NA	0.5000
Primates	Piliocolobus_tephrosceles	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.0938	0.00	NA	0.3138
Primates	Pongo_abelii	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	1.0000	1.42	NA	0.5000
Primates	Pongo_pygmaeus	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	1.0000	1.48	NA	0.5000
Primates	Propithecus_coquereli	`Nycticebus_coucang,Otolemur_garnettii,Node1,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`		50.00	NA	0.4345
Primates	Rhinopithecus_bieti	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	1.0000	1.35	NA	0.5000
Primates	Rhinopithecus_roxellana	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.5993	1.63	NA	0.5000
Primates	Saimiri_boliviensis	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.7016	1.20	NA	0.5000
Primates	Sapajus_apella	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.9095	0.81	NA	0.4023
Primates	Symphalangus_syndactylus	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	1.0000	0.93	NA	0.5000
Primates	Theropithecus_gelada	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.2759	0.00	NA	0.3350
Primates	Trachypithecus_francoisi	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.6535	1.56	NA	0.5000
Primates	Cebus_capucinus	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Prolemur_simus,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.5613	1.52	NA	0.5000
Primates	Prolemur_simus	`Nycticebus_coucang,Otolemur_garnettii,Node1,Propithecus_coquereli,Microcebus_murinus,Node5,Lemur_catta,Node8,Node4,Aotus_nancymaae,Callithrix_jacchus,Node14,Cebus_capucinus,Sapajus_apella,Node18,Saimiri_boliviensis,Node17,Node13,Symphalangus_syndactylus,Hylobates_moloch,Node25,Nomascus_leucogenys,Node24,Gorilla_gorilla,Homo_sapiens,Pan_paniscus,Pan_troglodytes,Node34,Node32,Node30,Pongo_pygmaeus,Pongo_abelii,Node37,Node29,Node23,Chlorocebus_sabaeus,Papio_anubis,Theropithecus_gelada,Node45,Mandrillus_leucophaeus,Cercocebus_atys,Node48,Node44,Macaca_thibetana,Macaca_mulatta,Macaca_fascicularis,Node54,Node52,Macaca_nemestrina,Node51,Node43,Node41,Trachypithecus_francoisi,Rhinopithecus_roxellana,Rhinopithecus_bieti,Node61,Node59,Piliocolobus_tephrosceles,Colobus_angolensis,Node64,Node58,Node40,Node22,Node12,Carlito_syrichta,Node11`	0.1103	0.00	NA	0.2539
Rodentia	Acomys_russatus	`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`	0.3821	0.80	NA	0.4909
Rodentia	Apodemus_sylvaticus	`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`	0.8301	0.92	NA	0.5000
Rodentia	Arvicanthis_niloticus	`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`	0.4351	0.66	NA	0.5000
Rodentia	Arvicola_amphibius	`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`	1.0000	16.79	NA	0.4032
Rodentia	Castor_canadensis	`Marmota_flaviventris,Marmota_marmota,Marmota_monax,Node4,Node2,Ictidomys_tridecemlineatus,Urocitellus_parryii,Node8,Spermophilus_dauricus,Node7,Node1,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Node21,Peromyscus_maniculatus,Node20,Onychomys_torridus,Node19,Microtus_oregoni,Microtus_ochrogaster,Node30,Microtus_fortis,Node29,Chionomys_nivalis,Node28,Arvicola_amphibius,Node27,Mesocricetus_auratus,Cricetulus_griseus,Node37,Phodopus_roborovskii,Node36,Node26,Node18,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Node50,Mus_spretus,Node49,Mus_caroli,Node48,Mus_pahari,Node47,Mastomys_coucha,Node46,Apodemus_sylvaticus,Node45,Grammomys_surdaster,Arvicanthis_niloticus,Node58,Node44,Node42,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Node63,Node61,Node41,Node17,Nannospalax_galili,Node16,Jaculus_jaculus,Node15,Perognathus_longimembris,Dipodomys_spectabilis,Node70,Node68,Node14,Heterocephalus_glaber,Fukomys_damarensis,Node74,Octodon_degus,Chinchilla_lanigera,Node78,Cavia_porcellus,Cavia_aperea,Node81,Node77,Node73,Node13`	0.4356	0.80	0.01443	0.4976
